#"Time (ps)" "Potential Energy (kJ/mole)" "Temperature (K)" "Box Volume (nm^3)" "Density (g/mL)" "Speed (ns/day)" "Elapsed Time (s)"
1.0000000000000007 -1 279.2282022832151 148.37410801535628 1.8563965158837346 0 0.0004315376281738281
1.9999999999998905 -54.8214053744 289.6211829361382 148.37410801535628 1.8563965158837346 99.5 0.8681440353393555
2.9999999999997806 -11111.5474579795 293.5087382034341 148.37410801535628 1.8563965158837346 99.4 1.7391197681427002
3.9999999999996705 -358201010101095.3961654054 299.11091647967754 148.37410801535628 1.8563965158837346 99.5 2.606224298477173
5.000000000000004 -2254.2169113043 298.3404530704606 148.37410801535628 1.8563965158837346 97.9 3.5287158489227295
6.000000000000338 -35126 296.38482635640895 148.37410801535628 1.8563965158837346 98.2 4.399824619293213
7.000000000000672 -3581000507.272716168 296.781141515393 148.37410801535628 1.8563965158837346 98.4 5.267319440841675
8.000000000001005 -352.353855802 301.53242247907184 148.37410801535628 1.8563965158837346 97.6 6.194026470184326
9.000000000000451 -1438.8788663843 301.47119305950935 148.37410801535628 1.8563965158837346 97.8 7.06531286239624
9.999999999999897 -582088.1922745695 302.56499965472955 148.37410801535628 1.8563965158837346 98 7.930765390396118
